,0,1
1350,finger,bricks
1351,roses,cats
1352,vegetable,chicken
1353, who went to something to," at a , but some of them did not"
1354, men don ' t, women long .
1355,lake,ladder
1356,doctor,patient
1357,food,alcohol
1358, washing machines, binoculars
1359, ice cream, rock
1360,silver,ice
1361,mirror,tap
1362, was waiting to see, ordered
1363,patient,doctor
1364,student,teacher
1365, t - rex, dog
1366, the white ##board, salad
1367, pl ##iers, lime
1368,baby,teddy
1369,cook,eat
1370,farm,moon
1371, sink, th ##im ##ble
1372,body,mud
1373, colored pencil ##s, husband
1374,cat,rat
1375,sick,ill
1376, large number of, a single
1377, humans, crocodile ##s
1378, un ##lu ##cky, lucky
1379,car,bed
1380,cows,dogs
1381, protect us intruder ##s, travel one place another place
1382,candle,pen
1383,vast,small
1384,letter,child
1385,sky,earth
1386,roses,helicopters
1387,car,dog
1388, an apron, a ba ##bo ##on
1389,eat,sleep
1390,watch,potato
1391, can lots of, cannot
1392, freeze ##r, oven
1393,cook,lion
1394,donkey,car
1395, sham ##poo, fish
1396,him,dog
1397,nails,hairs
1398,fridge,money
1399,car,dog
1400, coat, swim ##suit
1401,salon,restaurant
1402, was made a sandwich and apple ., very ate whole elephant
1403,meat,stone
1404,printer,tablet
1405, cups, an umbrella
1406,north,west
1407, is useless, can be very useful .
1408, diamonds, something is steak
1409,pray,sleep
1410, as as a sal ##ami, very
1411, to, flying over
1412, innocent ##s, criminals
1413,walked,drove
1414,air,road
1415, been anything, something done any
1416, old man, fish
1417, house, video ##game
1418, some animals are poisonous humans, every animal is safe touch and eat
1419,tomatoes,metal
1420,building,chair
1421,alligator,bird
1422, spoon, girl baby
1423, service center, grocery store
1424, mustard, chocolate syrup
1425,wall,friend
1426, i ##gl ##oo ##s antarctica, africa
1427,garden,sky
1428,supermarket,sea
1429, his wallet, key
1430,paper,money
1431,whale,baseball
1432,cats,babies
1433, bike chain, necklace
1434, are fat, look dirt ##ier
1435,seeds,coins
1436,lake,road
1437,out,home
1438,elephant,dog
1439, tv channel, people
1440,dinosaurs,flowers
1441,book,car
1442,bought,ate
1443, tall, soc ##iable
1444, shuttle cork, a game ball
1445, watch ##man, nurse
1446, with lightning, puddle ##s
1447, jogging, eating junk food
1448,body,outside
1449,banana,phone
1450,##ine,coffee
1451, cap ##pu ##cci ##nos, shoes
1452, dangerous, un ##har ##m ##ful
1453, study, watch movies
1454,goats,chicken
1455,, - tree
1456,chicken,cat
1457,foot,hand
1458,, non -
1459,chicken,leather
1460,dog,man
1461,television,him
1462,work,fuel
1463,leaf,seeds
1464,theater,pool
1465,tea,dye
1466,clean,design
1467,cupboard,shower
1468,without,with
1469,lock,knife
1470,dog,hawk
1471, dish ##wash ##er, oven
1472, fat eat more, rich beg
1473,police,thief
1474,connection,cancer
1475, can, fry ##ing pan
1476,brush,party
1477, pulled over, arrested
1478, knit ##s, cooks
1479,sun,things
1480,stove,sink
1481, head ##phones, a charging cable
1482,drives,eats
1483, water, lake
1484,elephants,water
1485,house,dog
1486, a horse, gas
1487,meat,cow
1488,square,round
1489,##er,phone
1490, he a game of, with his mind
1491,dog,hotel
1492, bo ##un ##cy ball, glass
1493,rice,door
1494,groceries,paintings
1495, swimming pool, bathroom
1496,cactus,knight
1497,dirt,soap
1498, a red car, apples
1499,fish,book
1500, small bar ##bell, moose
1501, dog, she
1502,water,money
1503,tree,table
1504, going to zoo, letting children wander on their own in jungle
1505, leaves, runs in
1506,water,stones
1507, dish ##wash ##er, washing machine
1508, home, class
1509,rock,cat
1510, socially fabricated and made - up, a naturally occurring sexual orientation
1511, chicken, os ##tric ##h
1512, ##dre ##sser, butcher
1513,rivers,books
1514, good public speakers, cute
1515,milk,plastic
1516, fly, carry many things
1517,dinosaur,dog
1518,dyed,died
1519, lau ##nd ##rom ##at, store
1520, bis ##cuit, nail
1521,baby,car
1522,cactus,house
1523,dentist,doctor
1524, boil water, light match
1525, helicopter, bus .
1526,threw,stomped
1527,hot,cold
1528,kite,cat
1529, lace ##s, chains
1530, credit card, bill
1531, books, desk ##s
1532,##ms,##s
1533,stained,fresh
1534, freeze ##r, oven
1535,leopard,athlete
1536,tractor,aircraft
1537, erase ##r, batteries
1538,land,water
1539,mice,mouse
1540,banana,pen
1541,pig,car
1542,tree,flower
1543, red car, child
1544, oxygen, carbon dioxide
1545,years,seconds
1546, necklace around neck, bracelet on top of head
1547,boat,ocean
1548,vet,chef
1549, the human, i nu ##gg ##ets .
1550,music,pizza
1551,day,night
1552,ball,car
1553,colors,yellow
1554,whale,man
1555,opened,closed
1556, swim, watch movies
1557, gun, blue ##berry
1558,produces,produce
1559, right hand, mo ##lar teeth mouth wide open
1560,umbrella,socks
1561,dinosaur,dog
1562,stealing,buying
1563, her child, state .
1564,walked,flew
1565,rock,orange
1566, burr ##ow ., candy house
1567, est ##rogen also, testosterone
1568, for eating food, cut his hair
1569,watch,sunglasses
1570,horses,bears
1571,paper,pot
1572,flooded,down
1573, educating children, acc ##omo ##dation
1574,vulnerable,independent
1575,chickens,mammals
1576,idol,cat
1577, travel on tracks, track your brows ##ing history
1578,book,food
1579, science book, football
1580,car,airplane
1581, before, after finish
1582,cry,laugh
1583, ham ##ster, bullet
1584,bone,rock
1585,computer,galaxy
1586,pencil,carrot
1587, leash, ear ##phone
1588, mountain bears, lions
1589,school,pub
1590,mall,sidewalk
1591,##le,##ell
1592,colder,warmer
1593,vessels,calls
1594,fan,bed
1595,pen,ruler
1596, bananas, gi ##raf ##fe
1597, his old land line phone, remote
1598, flaming ##o, key
1599,chicken,suitcase
1600,baby,man
1601, weed, a gi ##raf ##fe
1602, sharks, yo yo ##s
1603,bike,friend
1604, calm, easy to learn
1605,freeze,melt
1606,cakes,stone
1607,wallet,car
1608, food, time seeing
1609, washing machine, refrigerator
1610, onions, ##s
1611,dogs,eagles
1612,chocolate,plastic
1613,states,uk
1614,football,.
1615,bathroom,kitchen
1616,restaurant,saloon
1617,chinese,italian
1618,head,feet
1619,tires,tire
1620,healthy,sick
1621,cat,chicken
1622,ice,fire
1623,criminal,leader
1624,happy,frustrated
1625, a loud sound ., laughing noises
1626, ate eater, switched on heat ##er
1627,clouds,cell
1628, pine ##apple ##s, apples
1629,walk,fly
1630,water,road
1631, boots, ice skate ##s
1632,oven,fridge
1633,dog,cat
1634, ice cream, cat
1635,ball,goal
1636, enhancing, block out
1637,standing,sitting
1638,water,beer
1639, ice cream, smartphone
1640,pc,bag
1641,chicken,lion
1642, in restaurants, at carpet stores
1643, pine ##ap ##le, table
1644, oil, mu ##nch ##kins
1645,in,into
1646,store,bank
1647,unpopular,profitable
1648,fish,dog
1649,oven,over
1650, wallet, chin ##chi ##lla
1651,sleeping,cutting
1652, to recess, bun ##gee jumping
1653,##rva,.
1654, elephants, car ' s top
1655,book,brick
1656, travels propulsion, works det ##ona ##tion
1657,ocean,mountain
1658,smoking,exercising
1659, from plants, candy
1660,water,paper
1661,rocks,beans
1662, gi ##raf ##fe, dog
1663, group goats sheep donkey ##s ., mixture vegetables some sort dressing
1664,is,it
1665,20,five
1666,spoon,pen
1667, fiber, a wal ##rus
1668, the cat wore a mono ##cle, cats have furry bell ##ies
1669,me,music
1670,park,mall
1671,monkey,pizza
1672,television,chair
1673,feet,hands
1674,airplane,condor
1675, a run, and it ran
1676,massage,wound
1677, water, a pillow
1678,yarn,leaves
1679,to,of
1680,dog,whale
1681,honey,gas
1682, drink, write .
1683,sea,fresh
1684,turkey,elephant
1685,movies,store
1686, vice president beside them term, not partner terms
1687,her,dog
1688,ink,pen
1689,ice,blanket
1690,people,cats
1691,laundry,dishes
1692,leopard,zebra
1693,yellow,blue
1694, cake, ice cream
1695,read,won
1696,car,dirt
1697,staples,cake
1698,week,snake
1699,tools,food
1700,stealing,sleeping
1701,ice,water
1702,forest,moon
1703,cut,brush
1704,were,are
1705,book,house
1706,butter,horse
1707, manage from his surgery, put in more
1708, the bible, newspapers
1709, stones, cloth ##s
1710,sword,check
1711, pets, canine ##s
1712,pie,hammer
1713,dog,shark
1714,used,deadly
1715, see, bond with
1716,red,green
1717, french fries, fresh fruits and vegetables
1718,eat,dance
1719, hot springs, mayo ##nna ##ise
1720,gate,television
1721,dog,lion
1722,park,idea
1723,comb,camera
1724, make them feel en ##er ##gi ##zed, fall in sleep faster
1725, movie hall, library
1726,vegetables,plate
1727,useless,helpful
1728,book,shelf
1729,toes,cars
1730, a portfolio have a secure retirement financially, if want retire at all
1731,electricity,money
1732,plate,glass
1733,petrol,water
1734,blue,yellow
1735, in library, outside
1736,stove,mattress
1737,eat,ride
1738,cheese,air
1739,mode,speakers
1740, sleeping, jumping jack ##s
1741,##ring,##entation
1742,juice,pizza
1743,shoe,house
1744,pet,wild
1745,head,foot
1746, a bird, an unexpected event
1747,twenty,twelve
1748, cal ##cula ##tor, camera
1749, his his feet, the ceiling
1750, water ##mel ##on, blanket
1751, cheese ##burg ##er, computer
1752, a game of win or loose, to become .
1753, uranium, las ##ag ##na
1754,with,for
1755,pillow,presents
1756,screw,sandwich
1757,eat,paint
1758, station ., hardware store
1759, mosquito ##es, bears
1760,piano,keyboard
1761, ham ##ster, battery
1762,pen,rubber
1763,closet,window
1764, swimming, for drive
1765, live inside, are buried in
1766, cat, gold ##fish
1767, people, gold ##fish
1768, throw in a puddle, sort
1769,park,mall
1770,mouse,tissue
1771,wore,scrambled
1772, cats, tuna salad
1773,sugar,salt
1774, green tea you ., cement your
1775,pizza,music
1776, the ocean, butter
1777,bike,boat
1778,on,onto
1779, the fruits ., bicycle
1780,turkey,desk
1781,tea,bricks
1782,boat,dog
1783,crystals,thorns
1784,umbrella,sword
1785,humans,fishes
1786, clothes, ice ##berg ##s
1787,book,flyer
1788, driver, plum ##ber
1789,name,touch
1790, cat ' s tail, remote
1791,hospital,school
1792,tiger,dog
1793, immense oak out ground, on branch
1794,make,makes
1795,hammer,pen
1796, dirty dishes a, clothes the
1797, bread, a cup
1798,immortal,old
1799, wood, je ##llo
1800, clothes, gi ##raf ##fe ##s
1801,motor,salad
1802,sausage,chair
1803,knife,sword
1804,cry,laugh
1805,atmosphere,floor
1806,plant,piano
1807, sell, blow out
1808,down,up
1809,head,yard
1810,university,kindergarten
1811, cold water, bologna
1812,car,rocket
1813,milk,water
1814, hurt, give super ##power ##s
1815,things,items
1816,legally,illegally
1817, vomiting, change in schedule
1818, the, glove
1819, potatoes, a stereo
1820, a globe is a sphere, dice are spheres
1821, take your time, consult a loaf of bread
1822,closed,opened
1823,juice,noodles
1824, jerry and michele both, spiders
1825,tennis,food
1826,keys,pocket
1827, weight, length human
1828, beer, es ##press ##o
1829,paper,planets
1830,is,are
1831, slot ##h, car
1832,fell,walked
1833,sand,sandwich
1834,fish,man
1835, large un ##ru ##ly pol ##it ##cal system ., small effective recipe for chicken
1836, gi ##raf ##fe, tiger
1837,skin,eyes
1838, practice his accuracy with a firearm, purchase power tools
1839,as,a
1840,book,can
1841,cat,car
1842,shark,doll
1843,shark,dog
1844,peach,apple
1845,sun,rain
1846,baseball,basketball
1847,nose,mouth
1848,soap,dirt
1849,car,stomach
1850,minutes,seconds
1851, tape, a hammer
1852, sweater, hot ##dog
1853, water, orange juice
1854,doorbell,lamp
1855, dry ##er, clothes
1856, sun, boxing ring
1857, do nothing, lead
1858,clothes,chickens
1859,porn,books
1860, cho ##es, animals
1861,credit,business
1862, bench, ice ##cre ##am
1863, windows to house ., moon
1864,bat,him
1865,elephant,chocolate
1866, persian rug, garden
1867,pulled,planted
1868,entered,swallowed
1869, fun game, funny soap opera
1870,raw,cooked
1871, water, toy blocks
1872,turtle,bull
1873,themselves,safe
1874, fell from, climbed
1875,table,tv
1876, rock, hip ##po
1877,to,for
1878, gas station, medical marijuana di ##sp ##ens ##ary
1879, cigarette, on fire church
1880, john, bird
1881,friends,dogs
1882,fan,dog
1883,him,car
1884,girlfriend,zebra
1885,head,knees
1886,dog,car
1887, dog, che ##eta ##h
1888, has killed, gave birth to
1889,chicken,dinosaur
1890, swim ##suit, umbrella
1891,sun,lamp
1892, material goods, time
1893, dogs bark, cats chi ##rp
1894, water, b ##lea ##ch
1895,liquids,ice
1896,people,bread
1897,soccer,tennis
1898,water,sand
1899, press play button, snap dvd in half
1900,boy,wall
1901,loud,sexy
1902,more,fewer
1903, ke ##tch ##up, motor oil
1904, into space, on her bed .
1905,lemon,tiger
1906,lawyer,doctor
1907,car,bike
1908,shoe,store
1909, milk morning, vegetable oil mor ##ni ##ing
1910,books,toast
1911,kingdom,states
1912, car, cu ##cum ##ber
1913, ra ##cco ##on, snake
1914,eye,heart
1915, outside, on the moon
1916,turkey,banana
1917,hat,floor
1918,wall,shower
1919,pony,penguin
1920,steel,water
1921, ll ##ama ##s, lipstick
1922, extinct, on streets
1923,time,food
1924, cola, b ##lea ##ch
1925, sat she, talked w ##he
1926,on,fits
1927,350,360
1928,lighter,key
1929, hood ##ie, house
1930,eggs,tables
1931, the mouse made the mice, jan baked her students
1932,100,2
1933,ate,scrubbed
1934,chickens,ladies
1935,him,##mill
1936,fire,rain
1937, water and soil, poison
1938, drank, knit ##ted
1939,tree,village
1940,mud,flour
1941,moon,sun
1942," cats usually kitten ,", cows ##ba ##by
1943,knife,tomato
1944,##owed,##oed
1945,eat,play
1946, ordered lunch, made a deposit .
1947, the blood of enemies, super ##gl ##ue
1948, his coffee, the lawn mo ##wer
1949,money,violence
1950,changes,change
1951,arms,windows
1952,##s,bags
1953, son up, dog it ' s
1954, a hurricane, google
1955, i wake up to drinking, drank me
1956, blur ##ay player, telephone
1957, suit ., lawn mo ##wer
1958,car,popcorn
1959, gi ##raf ##fe ##s, cars
1960,freeze,warm
1961, his spa ##cial ship, car .
1962,ate,wore
1963,skiing,driving
1964,island,wire
1965,foot,hand
1966, europe, south america
1967,birds,cats
1968,electricity,plumbing
1969, mail ##box, watch
1970, could not end until, football a in last few minutes of
1971, an elephant, a key .
1972, light switch, moon
1973,autumn,spring
1974,teacher,rock
1975,green,grey
1976,gun,shirt
1977, dog urine, milk
1978, house ., he
1979, animal on moon, an ami ##mal in ocean
1980, fish, cell phone
1981,computers,monkeys
1982, he barbecue, bar ##bc ##ue
1983, tree, fa ##uce ##t
1984,houses,food
1985,hat,car
1986, red light while driving cop could pull over, across the street without slapping the mail ##box first gr ##izzly bear will eat
1987,killed,movies
1988,tennis,##s
1989,keyboard,cheese
1990,chicken,tomato
1991,mother,couch
1992,wheels,shoes
1993, is blanket, if grass
1994,banana,car
1995,car,airplane
1996, bold eagle, condor
1997,her,airport
1998,computer,bike
1999,hot,cold
2000,learn,eat
2001, coat ., car
2002,on,in
2003, studying, watching tv
2004,chicken,car
2005, plant, cuts down
2006, stars, soda ##s
2007,closet,backpack
2008,dolphin,ramp
2009,beer,milk
2010, enter an office building, go the zoo .
2011, computers, ice cream
2012,legs,heads
2013,car,dog
2014,cannot,can
2015, door, solar system
2016,baby,dog
2017,television,sock
2018,in,the
2019, it ' s chicken, blue its
2020,fly,sharks
2021,birds,flowers
2022, bath, bad grade
2023,heads,hair
2024, are not getting jobs, get salary
2025,soccer,tv
2026, class ring, bed
2027, mountains, large buildings
2028,car,play
2029," kids love to go to , its fun", is in the big game
2030,tires,.
2031,kitchen,bathroom
2032,can,call
2033, walk around naked, wear clothes
2034,dutch,netherlands
2035, tv, jazz shoes
2036, cooling shade, money
2037, burr ##ito, building
2038, staple ##r, pencil
2039, slip ##pers, high heal ##s
2040,cows,shark
2041,lamp,brush
2042, milk ##sha ##ke, car
2043, he has a pudding, his is gold
